"id","createdAt","updatedAt","title","tldr","description","creatorId","communityId","tokenSupplyOnCreate","deleted","createdAtBlock","legacyLockedScore"
362,"2023-01-31 02:51:28.19","2023-01-31 02:51:28.19","Increase voting on Nouns DAO props to 7 days","Increase Lil Nouns voting period on Nouns DAO props to 8 days to give more time for Lil Nouns to thoughtfully vote on Nouns props.","Currently, Lil Nouns have almost no time to see Nouners votes, vote reasons, and discussion before voting on Nouns proposals.  This process can be improved if we extend the period Lil Nouns have to vote.  I'm proposing we move the Lil Nouns voting period on Nouns DAO props to 7 days. This will give 2+ days for the final Lil Nouns vote to be submitted on-chain.","0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3",3,7000,FALSE,16683000,0
359,"2023-01-31 02:37:03.149","2023-01-31 02:37:03.149","Increase voting on Nouns DAO props to 8 days","Increase Lil Nouns voting period on Nouns DAO props to 8 days to give more time for Lil Nouns to thoughtfully vote on Nouns props.","Currently, Lil Nouns have almost no time to see Nouners votes, vote reasons, and discussion before voting on Nouns proposals.   This process can be improved if we extend the period Lil Nouns have to vote.  I'm proposing we move the Lil Nouns voting period on Nouns DAO props to 8 days. This will give 2+ days for the final Lil Nouns vote to be submitted on-chain.","0x1fe4ee4641E2A6ddf7771eB1c07412ba868bB537",3,7000,FALSE,16683000,0
366,"2023-01-31 02:10:37.298","2023-01-31 02:10:37.298","Nouns NFT Toronto","Nouns as the main Collaboration Partner for the event looking to help others in the NFT industry collaborate, share ideas and shepherd those builders into the next iteration of the Web3 space moving us all forward. Requesting 300 ETH","Please read the full prop here: https://hackmd.io/@ceAHAFuhSwWDB9PjTXwfMw/B17McKrhi","0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3",3,7000,FALSE,16683000,0
364,"2023-01-29 23:02:04.557","2023-01-29 23:02:04.557","Change Prop Lot voting window to 4 Days","Currently it is set to 7 days iirc and that is way to long. We should change the voting window to be the same as our onchain voting window which is 3 days. ","This action would lessen the problems we're facing with our graduation process bottleneck by speeding up the cadence for each idea submission.","0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87",3,7000,FALSE,16683000,0
378,"2023-01-29 21:58:57.868","2023-01-29 21:58:57.868","Impose timeline for NounsDAO props to move onchain","For nounsdao proposal ideas that have gained consensus, we should impose a time restraint for those builders. Once an idea has gained consensus they must submit the proposal to nounsdao within 24hrs or forfeit the spot in the queue.","The process of submitting proposals to nounsdao through lilnounsdao sponsorship requires the builder to propose an idea to prop.lot and identify it as a NounsDAO Prop. As it stands, once that idea gains a 5% consensus the idea can be graduated to Nounsdao onchain once the vote period closes. It is expected that builders should be ready at that point in time to move their proposals to nounsdao onchain once the vote closes. If for whatever reason, the builder is not handing off the proposal for graduation then they forfeit their spot in the queue and move to the back of the line.  ","0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87",3,7000,FALSE,16683000,0
377,"2023-01-29 21:46:33.708","2023-01-29 21:46:33.708","Change Prop Lot voting window to 3 Days","Currently it is set to 7 days iirc and that is way to long. We should change the voting window to be the same as our onchain voting window which is 3 days. ","This action would lessen the problems we're facing with our graduation process bottleneck by speeding up the cadence for each idea submission.","0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87",3,7000,FALSE,16683000,0
384,"2023-01-29 03:52:35.768","2023-01-29 03:52:35.768","Nouns DAO Prop: Nouns Hacker House @ETHDenver ","Host an epic Nouns Hacker House with PEEPLEDAO @ETHDenver to house builders from Nouns + other ecosystems to hack on bad-ass, open-source solutions that can benefit the entire Nouns ecosystem and 100x the proliferation of nounish culture. ","**Full prop:** https://discourse.nouns.wtf/t/nouns-hacker-house-ethdenver-stewarded-by-peepledao/3682  **Goals:** * Attract high quality builders to contribute sustainable solutions highly requested on Nouns, Lil Nouns and other subDAOs. * Share RFPs to other ecosystem partners to facilitate organic cross pollination of nounish culture, ethos and infra. * Open up new pathways to scale NounsDAO and Noun subDAOs treasuries via bounties from other ecosystems. * Improve Nouns governance diversity and decentralization by rewarding builders with subDAO invites.  * Have a strong presence @ETHDenver with open-invite community events and end-of-week Nounish Bash.   **On the Ground Team** * @Marvelgirl.eth: Lil Noun #6909 | Pollinating culture + infra btwn @PEEPLEDAO and @lilnounsdao * @SoliditySlayer: | Lil Noun #6936 | @PEEPLEDAO Recruitooor  * @Bloomz: Local Lil Nouner, Nounish Builder, Curator and Artist  * @Chipagosfinest: Owner of 60+ Lil Nouns @lilnounsdao | Founder @PEEPLEDAO  Prospective eco-partners: Gnosis Safe, Optimism, Lit Protocol, DeveloperDAO  ASK: $36,000 ","0x04288bD27F440C479f239DCf8872e082D6731840",3,7000,FALSE,16683000,0
382,"2023-01-27 05:01:03.633","2023-01-27 05:01:03.633","Noggles The Nounish Mini Dachsund : Lil Mascot","This name says it all ! I have 2 Dachsunds and will add a 3rd to my crew and name him/her Noggles! Noggles will be my companion on all Nounish travels that are applicable. Noggles will also play with Nounish dogtoys in Nounish outfits! "," Noggles will also play with nounish dogtoys at conferences and pose for pictures! Noggles with be the first and best official Lil Nouns Mascot!! Noggles will wear custom lil nouns gear everywhere so as to ALWAYS be proliferating as the mascot he/she was born to be!!! Maybe Noggles could even win the 200k nouns contest!!! I will create an operate full twitter and instagram social media accounts for Noggles! He/She will be modeling in no time! Noggles will accompany me to any Lil Nouns meetings, IRL meetups , Twitter spaces, etc. You name it, if its nounish, Noggles will be there! Request 3 eth Budget breakdown  2 Eth : Noggles the dachsund comes home for good! .5 eth:  Travel to retrieve the weenie .5 eth: New dog bed and toys and food to make Noggles feel welcomed home!!","0xf9d71b5fB8345F2508C1302a74d4362DEAb7D104",3,7000,FALSE,16683000,0
380,"2023-01-27 05:01:01.407","2023-01-27 05:03:13.565","Noggles The Nounish Mini Dachsund : Lil Mascot","This name says it all ! I have 2 Dachsunds and will add a 3rd to my crew and name him/her Noggles! Noggles will be my companion on all Nounish travels that are applicable. Noggles will also play with Nounish dogtoys in Nounish outfits! "," Noggles will also play with nounish dogtoys at conferences and pose for pictures! Noggles with be the first and best official Lil Nouns Mascot!! Noggles will wear custom lil nouns gear everywhere so as to ALWAYS be proliferating as the mascot he/she was born to be!!!  Request 3 eth  Budget breakdown   2 Eth : Noggles the dachsund comes home for good! .5 eth:  Travel to retrieve the weenie .5 eth: New dog bed and toys and food to make Noggles feel welcomed home!!","0xf9d71b5fB8345F2508C1302a74d4362DEAb7D104",3,7000,TRUE,16683000,0
381,"2023-01-27 04:45:38.68","2023-01-27 04:45:38.68","Dissolve Lil Funding/Grants","I propose that Lil Funding as a mechanism for granting Eth to builders is dissolved forthwith.  ","Lil Funding has been a great tool to award builders Eth for future or previous work within Lil Nouns.   However, due to the downturn in the treasury, I believe that all funding should be granted only at the will of the DAO; by an on chain proposal.  Lil Funding as historically been used as a dynamic funding source and has funded things at “the last minute”. Going on chain not only allows the DAO to decide how the Eth is spent (and apply collective scrutiny) but will also mean that builders will have to properly forecast what they want to do in advance, due to the slower granting of funds from an on chain prop (typically 2 days pending, 3 days voting, 2 days until execution).  If consensus dictates, this proposal will go on chain. If it passes, the current balance in the Lil Finding gnosis will be returned to the DAO’s treasury and Lil Funding signers will remain in role, but will be tasked purely to distribute Lil Nouns tokens as a reward.   Thank you for reading.   Cardno - A Lil Funding Signer.","0xDb5Dd352527539b7C3382Bd4B5693E116D09fb9B",3,7000,FALSE,16683000,0
387,"2023-01-27 03:28:59.442","2023-01-27 03:28:59.442","Nouns DAO Prop:  Nounish Dataverse","Using Ceramic.network to improve data accessibility, ownership, and interoperability in the Nouniverse by using decentralized identifiers (DIDs). Mitigating fragmentation while improving data availability and establishing universal identity","Proposal Link: https://hackmd.io/@w3baba/ryH23Ighs    - **Who are the team members?**  **Al409**: 2x Lil Noun DAO resident, and Agora Nouner Delegate Winner. **Baba**: Datapod Co-Lead for Lil Nouns, Lil Nouns grants committee multi-sig signer and Nouns DAO Governance Prop House Mandate Winner. **Ripe, Volky**: NSFW Grant recipients,  Prop House Winners, BuilderDAO contributors. **Brunes, Champion Score**: Ex-Stripe, Ex-Google, and Nouns Governance Prop House Mandate Winners. -   **What is the goal of the Nounish-Ceramic Network?** To empower nounish developers with permissionless, composable data and delight nounish users with novel yet intuitive interfaces along with greater control and ownership over their data.      -   **Key benefits of the network:** Innovative applications and user experiences from data-availability and data-composability, reduced data and application fragmentation, increased data sovereignty, ease of integration and development, improved interoperability and composability among participating applications in the ecosystem. ","0x31B6470f3FAE7e488DA60b5fB9713A9a41286250",3,7000,FALSE,16683000,0
383,"2023-01-27 03:18:00.191","2023-01-27 03:18:00.191","Change reserve price to .069 Ξ","Title says it all; lower to a meme price to encourage more bidding activity.","⌐◨-◨ ","0xB60c947bfCc9767E94ba36fD2DeC7AA11356c84f",3,7000,FALSE,16683000,0
385,"2023-01-27 00:37:58.912","2023-01-27 00:37:58.912","Regulate Lil Nouns DAO Budget","At this rate we'll have a zero eth treasury in ~5-6 months. We need to temporarily stop spend and create a budget. Then spend based on a flexible budget. ","At this rate we'll have a zero eth treasury in ~5-6 months.   https://dune.com/sealaunch/Lil-Nouns-DAO  We need to temporarily stop spend and create a budget- Then spend based on a flexible budget.   I suggest we pause spend at 250E and then spend no more than 70% of income per month and save 30%.  This means we have a 90E runway before this budget take affect (If we never drop to 250E, there will be no budget or freeze).  Once this is done, we send all funds to prophouse and vote on props once per month based on the monthly budget.  PropHouse will be open rounds for monthly funding and the DAO and consider and weigh each against each other - Deciding where to spend that months budget.   When the treasury goes above the 250E threshold, any additional funds will be pushed into the budget on a month by month basis.  Spend it wisely!","0xFC538FFD2923ddDaED09c8aD1a51686275C56183",3,7000,FALSE,16683000,0
388,"2023-01-26 22:06:39.986","2023-01-26 22:06:39.986","Change burned Lil's to go to Lil Nouns Treasury","Change the burned Lils to be redirected to Lil Nouns Treasury and other lil nouns Mulitsigs for usage in distributing to builders and funding Prop House.","This is a half baked idea because we dont want to force burning for distribution. This to me is the main issue in the process.   I am currently reaching out to Alps as they have this already in the ""code"" . distribution of these FROM the NEW burn address. would have to be monitored as well. for instance. maybe we only... ""SAVE"" 10% of burned into treasury and actually burn the remainder quarterly.   [![Screenshot-2023-01-26-090454.png](https://i.postimg.cc/kGrRPtyW/Screenshot-2023-01-26-090454.png)](https://postimg.cc/8JHzhc9C)  This needs more thinking ... but the idea seems to have merit.  Please add thoughts below.   ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7000,FALSE,16683000,0
390,"2023-01-26 21:37:07.182","2023-01-26 21:37:07.182","Increase # of Lils needed for NounsDAO Sponsorship","We should raise the threshold of Lil Nouns tokens needed to add a prop on PropLot for NounsDAO sponsorship to our current  lil noun on-chain amount (8 Lil Nouns Tokens). ","We should raise the threshold of Lil Nouns tokens needed to add a prop on PropLot for NounsDAO sponsorship to our current  lil noun on-chain amount (8 Lil Nouns Tokens). I believe this will have an impact in a number of ways that will help the DAO — Most importantly increasing the value of owning and acquiring lil nouns tokens.   Questions to ask yourselves: Why would we need 8 tokens to go on chain at Lil Nouns, but only 1 token to go on-chain at NounsDAO?  ","0xFC538FFD2923ddDaED09c8aD1a51686275C56183",3,7000,FALSE,16683000,0
386,"2023-01-26 17:44:04.316","2023-01-26 17:44:04.316","Transfer 60 Lil Nouns from Nouns Treasury","Transfer 60 Lil Nouns from Nouns Treasury to Lil Nouns Treasury. Once owned by Lil Nouns DAO treasury, this Lil Nouns should be distributed or votes delegated to Lil Nouns builders based on on-chain proposals.","There were previous discussions around how we can receive Lil Nouns from Nouns DAO to distribute to our builders.   This seems to be the more consensual option and would also be helpful for meeting quorum requirements since historically NounsDAO never voted.   NounsDAO treasury Lil Nouns holdings ~727.   After distribution, NounsDAO continues to be the top holder.  ![image](https://i.ibb.co/w69WtFv/Screenshot-2023-01-26-at-10-38-54.png)  Previous discussions: https://lilnouns.wtf/proplot/122  https://nouns.wtf/vote/210  https://houseofnouns.wtf/proposals/210","0x635Bed3F8b7d8C25305CEa707FF7149D6f2A61f9",3,7000,FALSE,16683000,0
389,"2023-01-26 05:20:20.016","2023-01-26 05:20:20.016","Wallet Service™ from Poolsuite x Nouns","NFTs in your Apple/Google Wallet, unlocking the ability to send push notifications to token holders and for simple event token gating. ⌐◨-◨ placed on every card (see image linked in description)","NFTs in your Apple/Google Wallet, unlocking the ability to send push notifications to token holders and for simple event token gating. - Place a Nouns x Poolsuite product into hundreds of thousands of mobile wallets & create a core piece of infrastructure for the space that makes web3 make sense to the mainstream - A collaborative project which is near guaranteed to pop off virally - We’re good at making stuff go mainstream & viral – like our music app [Poolsuite FM](https://apps.apple.com/gb/app/poolsuite-fm/id1514817810), and our Sunscreen co [Vacation®](https://twitter.com/marty/status/1616852882480840709?s=20)  ([vacation.inc](https://vacation.inc/))  [Prop info](https://poolsuite.notion.site/Wallet-Service-from-Poolsuite-x-Nouns-8bf6940f8a6841d6a6c3fcb80d5fea45) ![alt text](https://poolsuite.notion.site/image/https%3A%2F%2Fs3-us-west-2.amazonaws.com%2Fsecure.notion-static.com%2Fb6559ca9-6d6f-4ee9-8115-de31529a3202%2FScreenshot_2023-01-09_at_10.20.37_PM.png?id=aa003ce3-81df-4c95-a82f-69b05736833d&table=block&spaceId=84ca5965-86a6-470c-9b74-84b5b631d431&width)","0x65A3870F48B5237f27f674Ec42eA1E017E111D63",3,7000,FALSE,16683000,0
392,"2023-01-23 04:24:50.574","2023-01-23 04:24:50.574","Buy 3 More Nouns to test delegation leasing","Buy 3 more nouns . 2 new wallets. 1 with 2 nouns and another with 3 Nouns.   Set both wallets on auction for delegation for 3 months.   Use proceeds to purchase Lil Nouns to use as builder rewards.","Set up 2 new gnosis wallets that will hold this batch of nouns purchased.  The purpose of this 3 noun purchase is to test the delegation auction mechanism.   The bot will be used to purchase 3 Nouns. sending 2 to 1 wallet (ie a wallet capable of putting something on chain) and the other to a ""Delegate"" wallet to get you into nouner private calls etc.   BOTH of these wallets will be set up to auction off for delegation purposes over a 3 month period.  After this 3 month period we can determine how we want to proceed depending on how the market is structured at that time...  The PROCEEDS from the delegate Auction would be used to purchase Lil Nouns (that we lack in the treasury) to pay out builders.   This also sets up a situation where the DAO would have multiple treasury wallets. the assumption is that the NON official ones would ALWAYS be delegated somewhere... if not just back to MAIN TREASURY wallet.  ****** This will be an interesting experiment to test the market on different small delegation numbers.  The LOW END of 1 ETH per Noun = 20 Lil Nouns ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7000,FALSE,16683000,0
393,"2023-01-20 05:41:07.087","2023-01-20 05:41:07.087","Revoke Lil Reps governance in Nouns DAO prop house","Revoke Lil Reps governance in Nouns DAO prop house in favor of snapshot voting.","TLDR says it all. ","0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3",3,7000,FALSE,16683000,0
391,"2023-01-20 00:25:56.794","2023-01-20 00:25:56.794","Counter Prop Lot 125 - It's not in the right place","Prop Lot 125 isn't a prop.lot proposal, it is an onchain proposal. Not only is it not put in the correct place for proposals, it is the exact opposite of what the dao should be doing wrt to nouns agora delegation market.","WRT nouns agora delegation market, we should calc the cost of the last 5 nouns we've picked up and then delegate those till we've cancelled the cost. ","0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87",3,7000,FALSE,16683000,0
396,"2023-01-18 22:04:33.557","2023-01-18 22:04:33.557","Nouns DAO Prop: Proliferate – Measure – Repeat","This is a proposal for a Nouns-funded, Mandated Prop House round where builders embed their own metrics, argue its importance in measuring the Nounish impact of their proposal.","*This is a proposal for a Nouns-funded, Mandated Prop House round. It is a revised version of [this](https://lilnouns.wtf/proplot/117).*  ---  Measuring proliferation has been discussed for quite sometime. From builders’ perspective, it has been observed that measuring proliferation using established methods is difficult because measuring subjective, qualitative impact of proliferation efforts is not easy/straightforward. Giving builders the autonomy to pick their own metrics for measuring their proliferation efforts, and encouraging them to argue its importance in measuring overall Nounish impact of what they do will give voters, participants, as well as builders a glimpse into possibilities in measuring Nounish Impact.  We propose a Prop House round where builders will be asked to submit a proposal that includes their own unique metric for measuring Nounish impact.  READ THE FULL PROP [HERE](https://bit.ly/3HdC8Vk)","0x7246195a651fbDF8B39c41fAE139E60339a36aC4",3,7000,FALSE,16683000,0
394,"2023-01-18 21:18:32.115","2023-01-18 22:04:11.669","Proliferate – Measure – Repeat (BYOM v2.0)","A Mandated Prop House Round where builders embed their own metrics, argue its importance in measuring the Nounish impact of their proposal – all in one submission","*This is a proposal for a Nouns-funded, Mandated Prop House round. It is a revised version of [this](https://lilnouns.wtf/proplot/117).*  ---  Measuring proliferation has been discussed for quite sometime. From builders’ perspective, it has been observed that measuring proliferation using established methods is difficult because measuring subjective, qualitative impact of proliferation efforts is not easy/straightforward. Giving builders the autonomy to pick their own metrics for measuring their proliferation efforts, and encouraging them to argue its importance in measuring overall Nounish impact of what they do will give voters, participants, as well as builders a glimpse into possibilities in measuring Nounish Impact.  We propose a Prop House round where builders will be asked to submit a proposal that includes their own unique metric for measuring Nounish impact.  READ THE FULL PROP [HERE](https://bit.ly/3HdC8Vk)","0x7246195a651fbDF8B39c41fAE139E60339a36aC4",3,7000,TRUE,16683000,0
398,"2023-01-16 18:52:06.55","2023-01-16 18:52:06.55","The Lil Nouns Show - Second Term","A proven team, committed to providing value and reach for Lil Nouns DAO, via a weekly twitter spaces show and podcast. This proposal follows on from a successfully funded on chain proposal (Proposal 68).","## **What is The Lil Nouns Show?**  The Lil Nouns Show is a weekly Lil Nouns centred twitter spaces show, hosted on The Noun Square #SoapBox. The show consists of a team of four co-hosts who also take on the roles of researchers, operations and guest bookings and looks to position itself as the customer facing ‘front of house’ for Lil Nouns DAO.  Operating mainly on Twitter, we look to provide a platform for other like-minded communities to come speak with our community and also teach those communities about Lil Nouns. The ultimate aim being the onboarding of minded people into the DAO.  To read our draft proposal and to follow the discussion please go to the discord channel here: https://discordapp.com/channels/954142017556979752/1064511411587383307/1064511411587383307 or provide comments here in prop lot.  Thank you. ⌐◨-◨","0xDb5Dd352527539b7C3382Bd4B5693E116D09fb9B",3,7000,FALSE,16683000,0
395,"2023-01-16 18:50:12.034","2023-01-16 18:50:52.295","The Lil Nouns Show - Second Term","A proven team, committed to providing value and reach for Lil Nouns DAO, via a weekly twitter spaces show and podcast. This proposal follows on from a successfully funded on chain proposal (Proposal 68)","### **What is The Lil Nouns Show?**  The Lil Nouns Show is a weekly Lil Nouns centred twitter spaces show, hosted on The Noun Square #SoapBox. The show consists of a team of four co-hosts who also take on the roles of researchers, operations and guest bookings and looks to position itself as the customer facing ‘front of house’ for Lil Nouns DAO.  Operating mainly on Twitter, we look to provide a platform for other like-minded communities to come speak with our community and also teach those communities about Lil Nouns. The ultimate aim being the onboarding of minded people into the DAO.  To read our draft proposal and to follow the discussion please go to the discord channel here: https://discordapp.com/channels/954142017556979752/1064511411587383307/1064511411587383307 or provide comments here in prop lot.  Thank you. ⌐◨-◨ ","0xDb5Dd352527539b7C3382Bd4B5693E116D09fb9B",3,7000,TRUE,16683000,0
397,"2023-01-16 08:09:50.17","2023-01-16 08:09:50.17","Nounsfun Music Cover ","Proliferalation Nouns DAO Community with content Music Cover","I'm here to help @Clover to submit his proposal in the prop lot This is the discussion result of Nounsfun Music Cover https://discourse.nouns.wtf/t/proposal-nounsfun-music-cover-final/3580  Further discussion is on discord https://discord.com/channels/954142017556979752/1064073843934769213 ","0x63B6F53a4e8C8D5F474059fa04Ba0951eF28073B",3,7000,FALSE,16683000,0
399,"2023-01-15 23:53:48.627","2023-01-15 23:53:48.627","solve the bottleneck for proposal submission","There is a bottleneck wrt how many proposals we can add to nounsdao at a given time. This is a scalability issue that affects the dao and our ability to maximize our mission to be a low barrier access point for nounsdao. "," One solution is to split our noun holdings to multiple multisig wallets but this is a security issue with questionably worth the effort. Another solution might be to have nounsdao adjust it at the smart contract level for lilnounsdao (since we are the largest subdao holder and we've contributed more than any other subdao to their treasury). If we can’t change this at nounsdao smart contract level then why not just use lil reps and impose a similar mechanism to that of eth staking in the form of collateral and slashing to ensure security. Split holdings into 7 wallets and hold elections for those willing to submit collateral to keep our nouns safe. This coded correctly could improve our treasury holdings, and improve the longevity/sustainability of the dao while reducing reliance on a single point of residency. A monthly payout to keep the incentives for those posting the collateral.","0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87",3,7000,FALSE,16683000,0
400,"2023-01-14 22:43:12.252","2023-01-14 22:43:12.252","INTERNAL FOCUS GRANT 7 Members 7 ETH  ","Similar to the explorer grant proposal, but an internal focused grant for those who are already navigating the ecosystem.","On the Lil Reps show ""Prop Culture"" yesterday it was made attention that many ""already"" explored members could very much use an explorer grant to ""supercharge"" their ability to focus on Nouns and the nounish projects they currently have underway.   A few reasons came to light   1) this 7 ETH area is kinda absent in the funding arena and is exactly the type of support someone would need to make a ""full time"" effort over a 2-3 month window. (This mostly assumes current expenses with only a LIL payed to PRODUCTION. SO I WOULD NOT CONSIDER these contributors exempt from further work on chain or prop house / lilfunding fwiw)   WHY 7eth vs 10eth ? Internal Explorers already know how to navigate the funding arena. which is still open.  2) For the current Explorer Grant Round The majority of the folk we heard from I personally would DQ due to past experience with the DAO. (this is not to say ANYTHING other than stipulation of the way I read the rules)   3) LOTS OF APPLICANTS... and MANY WORTHY.   Discuss ... ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7000,FALSE,16683000,0
402,"2023-01-13 13:53:25.929","2023-01-13 13:53:25.929","Noun Delegation Acquisition","Lil Nouns acquire a 3-month Noun delegation","- Agora has launched [Delegation Auction](https://www.nounsagora.com/voteauction) and Noun 174's up for bidding - winner of the auction (hopefully Lil Nouns) will receive a 3-month delegation of Noun 174 - this is an interesting experiment, and a potential alternative to acquiring nouns available at a fraction of the price. - bid up to 4.2 – 6.9 Ξ to acquire Noun 174's delegation.  - if delegation is acquired, it will be delegated to LoL wallet.","0x7246195a651fbDF8B39c41fAE139E60339a36aC4",3,7000,FALSE,16683000,0
404,"2023-01-13 01:18:25.882","2023-01-13 01:18:25.882","taking Mucho Love on-chain [revised]","Mucho Love is a social impact platform based in the Dominican Republic. It uses a “see good, do good” format to increase brand equity (⌐◧-◧) and raise awareness through its activations. ","Hey! We made a new iteration of the prop, adjusted for feedback given on the last one, and made an overall better prop (imho). Would appreciate your upvote to get this on-chain!   https://hackmd.io/@YZJ85nEqRJOxj9Tm8xgtBg/Hkr8qGwFs","0x1db19B9903c5510AA5a866ea643Eb021CD12Bda0",3,7000,FALSE,16683000,0
401,"2023-01-12 00:45:50.299","2023-01-12 00:45:50.299","let's accept bribes for our 15 noun votes","lets find out what our nouns votes are worth by selling them to the highest bidder "," risk-management: maybe we can start with just 1 or 2 of our nouns or only auction off our prop.house votes we could auction them off for 1 vote at a time. perhaps votes where lilnouns is closely divided this will be a big narrative driver of attention many won't like it, but this behavior is inevitable. better to open-source it now with the nounder's veto in place","0x35F1a5c533398644aD43eA90F98Ed1Bd456F5c89",3,7000,FALSE,16683000,0
405,"2023-01-11 03:07:43.542","2023-01-11 03:07:43.542","Nouns donate their 10% share to Lil Treasury","Propose that NounsDAO gives up rights to 10% of future Lil Nouns emissions. This will not impact their current Lil Noun holdings. These emissions will be redirected to the Lil Nouns treasury.","Propose that NounsDAO gives up rights to 10% of future Lil Nouns emissions. This will not impact their current Lil Noun holdings. These emissions will be redirected to the Lil Nouns treasury and where they can be used as grants to builders in the community, or for other initiatives at the DAO's discretion.  Proposal function calls: 0x4b10701bfd7bfedc47d50562b76b436fbb5bdb3b.setNounsDAO(0xd5f279ff9EB21c6D40C8f345a66f2751C4eeA1fB) ","0x4754b7e3DEde42D71d6c92978f25F306176EC7e9",3,7000,FALSE,16683000,0
403,"2023-01-10 05:26:37.22","2023-01-14 00:36:50.954","Noun Sounds: Empowering Musicians + Community","Our mission is to onboard and empower musicians, build upon the existing Noun Sounds platform, create a DAO structure and develop new systems for musicians and music lovers to create, share and participate in Noun Sounds.  🎵 ⌐◨-◨ 🎵","We are working to take Noun Sounds to the next level with major label artist collaborations, NFT music players, onboarding music makers via Prop House and more.  Our major pillars are:   →  **Empower + Onboard Musicians**   →  **Further Develop Nouns Sounds Platform**   →  **Soundish Partnerships**   →. **Create Noun Sounds DAO**  Our proposal for Noun Sounds can be found here:  https://supertightco.notion.site/Noun-Sounds-Music-Pod-63e0aa0e379242198b0464ad89762f17  Any questions please reach out to @SuperTightWoody   🎵 ⌐◨-◨ 🎵 ","0xCF4e26a7e7eAe4b3840dd31C527096e1265AB990",3,7000,TRUE,16683000,0
408,"2023-01-10 05:24:56.009","2023-01-10 05:24:56.009","Noun Sounds: Empowering Musicians + Community","Our mission is to onboard and empower musicians, build upon the existing Noun Sounds platform, create a DAO structure and develop new systems for musicians and music lovers to create, share and participate in Noun Sounds.  🎵 ⌐◨-◨ 🎵","We are working to take Noun Sounds to the next level with major label artist collaborations, NFT music players, onboarding music makers via Prop House and more.  Our major pillars are:   →  **Empower + Onboard Musicians**   →  **Further Develop Nouns Sounds Platform**   →  **Soundish Partnerships**   →. **Create Noun Sounds DAO**  Our proposal for Noun Sounds can be found here:  https://supertightco.notion.site/Noun-Sounds-Music-Pod-63e0aa0e379242198b0464ad89762f17  Any questions please reach out to @SuperTightWoody   🎵 ⌐◨-◨ 🎵 ","0xCF4e26a7e7eAe4b3840dd31C527096e1265AB990",3,7000,FALSE,16683000,0
440,"2023-01-10 01:24:01.694","2023-01-10 01:24:01.695","Freeze Treasury at 200 eth. ","I think it's important to keep eth in the treasury to maintain basic essential duties of the dao. ","Holding Nouns in our treasury adds an incredible amount of value to the dao. Holding eth in the treasury is also important. ","0x9655667Ca1203E9A2c8ea2Ed59558F9AD0ACCc87",3,7000,FALSE,16683000,0
406,"2023-01-09 03:58:19.466","2023-01-09 03:58:19.466","Lil Nouns OTG - Sponsership to join Nouns OTG","I, Bloomz, would join the Nouns OTG team to proliferate Lil Nouns alongside the OTG team at events this year in 2023. ","Lets get Lil Nouns on the ground this year! We have seen an amazing success with Nouns OTG in 2022 for the Nouns and 2023 is the year for Lil Nouns to get involved! We have seen when executed correctly, the Nouns OTG team can add elements to events that can effectively drive website/project traffic and onboarding. We saw this over the Rose Bowl Parade activation prop that tripled the traffic of Nouns.wtf over night. It was said that this would not have been the case without Nouns OTG passing out noggles and merch to parade patrons and discussing the project with interested people! I would love to do this for Lil Nouns OTG in 2023!","0xf9d71b5fB8345F2508C1302a74d4362DEAb7D104",3,7000,FALSE,16683000,0
411,"2023-01-08 03:14:26.393","2023-01-08 03:14:26.394","BYOM - Bring Your Own Metric(s)","An Open Prop House Round funded by Nouns where builders come up with their own metric to measure the impact of their proposal, argue the usefulness of their metric, and present the impact of their proposal and its alignment with Nouns.","*This is a proposal for a Nouns-funded, Mandated Prop House round. You can follow the evolution of this proposal from [here](https://discord.com/channels/954142017556979752/1055435350023077909) to [here](https://www.notion.so/03-JAN-2023_BT-f6827fd341414a2f9c45db91cf84887c).*   A Prop House Round funded by Nouns where builders formulate their own metrics to measure impact of their proposal, and argue the usefulness of said metric in measuring the Nounish impact of their proposal. Voters will have a chance to vote on proposals with highest measured Nounish impact. Lil Data Pod will use findings to identify the most effective data driven approaches and provide a usable framework that will inform future builders and voters. Consequently enhancing the allocation of Nouns DAO's treasury.  [READ FULL PROPOSAL HERE](https://www.notion.so/al409/BYOM-Bring-Your-Own-Metrics-151ab5803acf4c2fb14d0280baa872bb)   *Posting here for more visibility and feedback.*","0x7246195a651fbDF8B39c41fAE139E60339a36aC4",3,7000,FALSE,16683000,0
